claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000445,Emily Jones,holtthomas@example.com,591-470-8517,POL-175623,umbrella,2024-06-02,2026-06-04,Or bad goal cover eight painting available some meeting general name bad.,2026-06-11,9269.52,100000,9.27,7,7843.19,3,"Morton, Morris and Conley",10336.08,3,Even song hotel hand own bring huge position start able expect onto throughout.,NONE,FALSE,0.0
CLM-000446,Emma Collins,traci39@example.net,+1-822-418-0396,POL-364144,umbrella,2026-01-05,2026-04-17,Draw he star never range everything.,2026-04-18,2391.71,50000,4.78,1,2325.91,1,"Manning, Keller and Ferguson",2806.18,6,Charge focus part full wife him reality remember deal.,NONE,FALSE,0.0
CLM-000447,Nathan Anderson,cantucassidy@example.com,240-488-0670x8987,POL-431773,auto,2023-12-04,2025-02-04,Without resource outside past must reveal.,2025-02-08,9571.39,50000,19.14,4,9590.43,4,"Soto, Werner and Glenn",8631.19,8,Begin race treat specific her benefit Mr network night garden.,NONE,FALSE,0.0
CLM-000448,Matthew Rodriguez,djohnson@example.net,+1-622-905-3970x77454,POL-147727,umbrella,2023-11-01,2026-04-17,Tell quickly quickly case policy cultural.,2026-04-22,2201.51,100000,2.2,5,1809.15,4,Christensen-Roberts,2051.46,8,Statement occur role office instead society sound young car imagine.,NONE,FALSE,0.0
CLM-000449,Laura Livingston,jesse02@example.net,(818)240-2578x7036,POL-558936,home,2023-12-31,2025-03-09,Up appear door how draw stop he can most political.,2025-03-12,12524.75,50000,25.05,3,13108.86,0,"Schultz, Adams and Smith",13053.25,7,Onto action describe analysis brother close south down agreement half age energy citizen customer wall serious nothing receive happen.,NONE,FALSE,0.0
CLM-000450,Samantha Costa,williamsjennifer@example.com,4272574544,POL-936223,umbrella,2025-06-30,2026-05-28,Experience news painting really understand different bed newspaper piece building.,2026-05-30,3591.25,50000,7.18,2,3907.42,1,"Larson, Bailey and Bell",3553.24,8,Exist stuff executive form woman church collection some he but pattern appear record.,NONE,FALSE,0.0
CLM-000451,Robert Garcia,tpittman@example.net,(707)704-7266x02351,POL-680412,umbrella,2024-12-21,2025-06-13,Audience western race attack discover rise.,2025-06-19,8089.48,100000,8.09,6,6770.66,0,Henderson Inc,8670.43,6,Institution get key artist can eight avoid early for kind enter report why rule half.,NONE,FALSE,0.0
CLM-000452,Melissa Archer,usilva@example.net,519.818.9866x469,POL-320256,umbrella,2022-09-21,2024-11-18,Home but dog thing require manager physical nice how western.,2024-11-23,11402.98,50000,22.81,5,12213.32,2,Parks-Williams,10987.01,8,Wife year really suggest soon become enter talk south beyond control agent.,NONE,FALSE,0.0
CLM-000453,Daniel Jefferson Jr.,rlewis@example.org,796.544.0282,POL-331512,umbrella,2022-12-28,2025-05-30,Spring various time least pay order cost close.,2025-06-06,10738.5,50000,21.48,7,9405.02,0,Sellers-Howell,10248.9,7,Difference movement full cell carry rather against behind read a interest country.,NONE,FALSE,0.0
CLM-000454,Douglas Taylor,troy19@example.net,929.707.5515x45260,POL-675512,home,2024-04-28,2026-03-19,Nothing participant attorney necessary determine ahead respond hotel expect early pull.,2026-03-26,2033.38,100000,2.03,7,1962.01,2,Ayala Group,2239.78,5,Right character campaign last level data away though media whether western I federal long understand kitchen debate gun draw something friend.,NONE,FALSE,0.0
CLM-000455,Rebecca Taylor,christopher07@example.net,802-474-0675x8267,POL-446922,home,2024-11-15,2025-04-25,Notice able unit store add always religious course meet word.,2025-04-26,4750.93,100000,4.75,1,4757.53,1,"Bradford, Pacheco and Powell",4418.43,7,Watch rock executive language fire magazine only bit understand wonder recognize number machine.,NONE,FALSE,0.0
CLM-000456,Diana Osborn,scottrobin@example.net,(509)495-5049x32664,POL-572536,home,2024-01-11,2025-11-02,Seat wish either herself candidate church nature.,2025-11-03,18102.25,50000,36.2,1,18062.91,5,"Michael, Ferguson and Curtis",19464.46,7,Forget explain usually direction administration record consumer late scientist write.,NONE,FALSE,0.0
CLM-000457,Corey Vargas,sheila42@example.net,(456)478-7188,POL-549112,auto,2026-05-08,2026-06-11,Late poor power around price win face hold.,2026-06-16,7925.38,50000,15.85,5,7085.01,1,Cruz Inc,8826.18,8,Recently eight politics husband level woman outside win why hot send foot.,NONE,FALSE,0.0
CLM-000458,Derrick Hampton,rlee@example.net,209.472.3610,POL-812591,umbrella,2024-07-15,2025-07-19,Base husband account industry green five last media week form program.,2025-07-23,6256.92,50000,12.51,4,6653.39,3,"Arroyo, Morris and Walton",6467.2,5,Thousand goal yard common like ever according hit land minute speak space task fact arm.,NONE,FALSE,0.0
CLM-000459,David Rodriguez,patriciahensley@example.com,589-897-4023,POL-119535,umbrella,2022-12-25,2024-10-31,Your admit simply student star test room laugh when impact animal performance.,2024-12-02,9000,100000,9.0,32,7384.82,5,Moore-Lewis,10176.84,4,Article and really rule music save development work since everyone attorney especially official on item at.,inflated_loss_value|delayed_reporting|suspicious_repair_quotes,TRUE,0.41
CLM-000460,Shawna Calhoun,rtaylor@example.com,(284)613-5694,POL-665892,home,2023-12-29,2025-11-27,Trial less government show seem man write wind add focus.,2025-11-28,11480.29,100000,11.48,1,11854.08,2,"Fowler, Walker and King",11684.06,7,Thousand once physical nature cell work ability response economy.,NONE,FALSE,0.0
CLM-000461,Shannon Solis,gomezalyssa@example.org,984-990-7342x03197,POL-625465,umbrella,2024-08-25,2024-12-25,Mouth least participant western box final message international environment.,2024-12-31,17286.12,50000,34.57,6,15886.56,4,"Mills, Moore and Smith",15612.43,4,Senior can paper skill mind how method visit black inside each short collection through all poor reveal heavy.,NONE,FALSE,0.0
CLM-000462,Joe Roberson,sarah31@example.com,306.362.9315,POL-817395,auto,2023-09-25,2025-12-08,Must change single though statement start none increase nature structure value.,2025-12-15,19316.01,100000,19.32,7,18432.13,3,Young Group,18307.07,7,Detail listen late me often wonder this direction quickly of along.,NONE,FALSE,0.0
CLM-000463,Jessica Holloway,jbrown@example.com,379.254.1767x553,POL-871667,umbrella,2024-11-16,2026-04-25,See leg at on fly owner newspaper few member part Republican.,2026-04-30,13528.85,100000,13.53,5,14634.87,0,Jackson-Serrano,13064.08,6,Measure nearly kitchen day age choose admit look bad down human board.,NONE,FALSE,0.0
CLM-000464,Mary Johnson,joanna88@example.org,(998)286-1820,POL-144887,umbrella,2024-04-04,2024-12-01,Hold set whole already brother lawyer car loss chair never hold.,2024-12-03,2194.36,50000,4.39,2,2096.42,2,"Barry, Walker and Whitehead",2230.41,6,Production support product parent law animal research analysis make least pass television situation ten you course great land.,NONE,FALSE,0.0
CLM-000465,Patrick Cannon,craigmurphy@example.net,5576052187,POL-208239,umbrella,2024-10-01,2026-04-17,Enjoy find word Mr bit baby ask thousand week.,2026-04-18,1758.19,100000,1.76,1,1740.73,2,"Gillespie, Garcia and Hernandez",2022.73,5,Within soldier surface cup movie know food seek standard simply own season old.,NONE,FALSE,0.0
CLM-000466,Lisa Medina,jessebeltran@example.net,856-884-4679x403,POL-785428,home,2024-06-17,2025-07-26,Sport at design care floor despite material product than.,2025-07-31,11342.65,50000,22.69,5,11073.87,0,Aguilar-Jimenez,11966.48,6,Relationship civil travel protect production do meeting which similar decade also north become next two product politics.,NONE,FALSE,0.0
CLM-000467,Christopher Davis,casey54@example.net,896.960.7344,POL-461792,home,2024-05-19,2026-09-07,Home road generation place ground exist bank phone environment.,2026-09-09,10811.06,50000,21.62,2,10212.48,4,"Wilson, Brown and Smith",9751.35,4,Way today baby professor identify necessary population wall through.,NONE,FALSE,0.0
CLM-000468,Elizabeth Hill,dhughes@example.net,001-448-837-7402,POL-774734,home,2024-03-19,2024-11-20,Professor young wife side agreement charge which play wide.,2024-11-24,4146.51,50000,8.29,4,3504.1,1,"Johnson, Barber and Richards",4182.45,8,Bring three indeed laugh but second wrong including weight ability young second.,NONE,FALSE,0.0
CLM-000469,Robert Dorsey,lauramassey@example.org,+1-934-799-8013x76836,POL-950576,home,2024-06-03,2026-07-10,Science behind ten pass force player everybody idea ever agree clearly early teach.,2026-07-17,3248.27,50000,6.5,7,2709.06,5,Ellis Group,3390.04,4,Its film than heavy apply near east seem here at once seek same poor throw.,NONE,FALSE,0.0
CLM-000470,Peter Fowler,yjennings@example.com,449-700-3850,POL-288783,umbrella,2024-09-27,2025-12-16,As reveal decade view why single understand eight near loss.,2026-01-23,15000.0,50000,30.0,38,9617.76,2,Ferguson PLC,17453.29,5,Of feel sense what at understand every rule receive health lot oil cup.,multiple_claims|inflated_loss_value|missing_documentation|delayed_reporting,TRUE,0.55
CLM-000471,Michael Chapman,ulawrence@example.org,920-940-9543,POL-594312,home,2024-11-05,2025-05-28,Interesting message appear more hear appear beyond recent lose during find.,2025-05-29,5115.27,100000,5.12,1,4428.85,3,"Miller, Davis and Brown",5525.78,7,Item movement color billion son magazine nature nature best past if modern institution.,NONE,FALSE,0.0
CLM-000472,Sara Russell,thomasronald@example.net,+1-233-415-4230x60023,POL-635617,home,2024-05-25,2024-12-12,It friend positive wall travel affect for store collection scientist benefit small.,2024-12-19,15582.31,100000,15.58,7,15851.2,2,Powell Group,18335.79,7,Billion away floor open center believe teacher interesting economic.,NONE,FALSE,0.0
CLM-000473,Betty Farrell,benjamin53@example.net,(222)305-6201,POL-238635,auto,2026-04-06,2026-05-22,Serve eight fill difference big direction company.,2026-05-27,2308.02,50000,4.62,5,1986.52,4,Holmes Inc,2551.08,4,Citizen run effect strategy in exist call fight may fear sound participant into.,NONE,FALSE,0.0
CLM-000474,Jose Jordan,gordon09@example.com,467.973.4985,POL-744610,umbrella,2024-07-05,2024-09-12,Green strong begin read young word identify sport.,2024-09-17,2829.67,50000,5.66,5,3008.86,4,"Boone, Adams and Gallagher",2973.98,3,Whether have east policy art trouble indicate black list yeah despite identify ok he eye kid.,NONE,FALSE,0.0
CLM-000475,Phillip Hamilton,elizabeth53@example.net,001-562-898-5324,POL-732789,umbrella,2024-04-10,2026-09-04,Type character billion little church leader population value week seat natural different.,2026-09-05,10162.58,50000,20.33,1,8133.72,5,Lewis-Hopkins,11125.68,7,Nature matter investment protect ago size hotel Mrs fast like police pattern sell serve skin baby.,NONE,FALSE,0.0
CLM-000476,Megan Porter,longkimberly@example.net,471.803.0737,POL-655552,home,2024-02-28,2024-11-18,Likely coach store about believe movie.,2024-11-22,8037.17,50000,16.07,4,8692.41,3,Olsen-Haley,9137.19,6,New cause rule off brother without without huge cultural.,NONE,FALSE,0.0
CLM-000477,Jessica White,mary92@example.com,001-645-263-3917x299,POL-898531,umbrella,2024-07-13,2026-03-24,House of measure professor year body politics reflect.,2026-03-27,12191.91,100000,12.19,3,10110.93,1,Higgins-Bradley,11903.64,4,Per later public in threat difference forget outside allow what.,NONE,FALSE,0.0
CLM-000478,Raymond Johnson,pparsons@example.net,+1-849-901-3334x437,POL-670143,home,2024-02-07,2024-11-26,Whatever event some example stay nation reality become.,2024-12-03,2592.53,100000,2.59,7,2221.04,5,Friedman Group,2911.65,3,Over also yes training before hundred wish official report production bar agent summer prevent two throw although morning.,NONE,FALSE,0.0
CLM-000479,Jason Wilson,adkinscharles@example.net,+1-603-442-1348x548,POL-493247,umbrella,2025-09-11,2026-05-09,Decide culture international receive not provide.,2026-05-14,10928.27,100000,10.93,5,10997.45,2,Hood-Hebert,11175.83,3,Day myself arrive food lose talk this so break theory.,NONE,FALSE,0.0
CLM-000480,Michael Howe,davieskevin@example.com,+1-402-988-1411x28745,POL-373995,umbrella,2024-12-27,2026-04-04,Significant parent wide live member make.,2026-04-06,9095.36,100000,9.1,2,8817.05,4,Dalton-Lopez,8937.72,8,Draw small bag truth material pass book worry business officer.,NONE,FALSE,0.0
CLM-000481,Christian Bailey,jonesjohn@example.com,850.669.6261,POL-921861,umbrella,2023-10-30,2025-04-06,Front your compare pretty science throw ability plan executive result.,2025-04-10,15344.47,50000,30.69,4,13098.28,4,Villa Group,16364.47,5,Myself relate every moment travel international page media word our wonder air black wrong red future later voice true decade.,NONE,FALSE,0.0
CLM-000482,Stacey Christian,shaneramsey@example.com,(866)225-6504,POL-517469,umbrella,2024-12-13,2025-06-02,Against amount family your TV born development would her possible which technology.,2025-06-05,11975.37,100000,11.98,3,12651.97,5,Williams-Graves,11205.66,4,Sing bill above why wonder in must arrive evening will service magazine movie account imagine court result.,NONE,FALSE,0.0
CLM-000483,Mary Taylor,andreawhite@example.net,(540)784-7528,POL-205149,auto,2023-06-05,2024-12-06,Opportunity father ability begin risk never laugh sort direction three big break east.,2024-12-10,15879.08,100000,15.88,4,14611.43,2,"Johnson, Farrell and Schroeder",18106.22,7,Five sister kitchen certainly she most capital stay social join brother record.,NONE,FALSE,0.0
CLM-000484,Kristie Williams,bwarren@example.org,+1-501-604-1945,POL-508004,umbrella,2025-12-04,2026-01-08,Party the call several set believe.,2026-01-14,14006.72,50000,28.01,6,14585.35,1,"Baker, Harrison and Ortiz",14588.01,7,Explain this can already be member new particular against develop general wonder nice report agent yet let.,NONE,FALSE,0.0
CLM-000485,Charles Walker,pking@example.net,(699)205-5855x7599,POL-488848,auto,2024-01-27,2025-11-10,Service cost thus a industry who note any fear throw mind song.,2025-11-14,2674.67,50000,5.35,4,2170.03,3,Smith-Jones,3153.99,6,Home inside drive laugh event know amount human century.,NONE,FALSE,0.0
CLM-000486,Jennifer Castro,briana80@example.org,(830)684-3769x929,POL-726495,auto,2022-10-14,2025-07-08,Feeling similar material travel follow theory across example contain.,2025-07-13,13467.33,50000,26.93,5,13899.4,1,"Taylor, King and Lewis",14707.5,6,Above all bag remember film result garden walk huge blue movement firm example what up his street none.,NONE,FALSE,0.0
CLM-000487,Christopher Chavez,wendylewis@example.net,(795)494-5231,POL-942960,umbrella,2024-07-25,2025-06-12,Hit animal after stock painting hot toward real outside kind between far.,2025-06-13,4832.44,100000,4.83,1,4148.28,4,Burke and Sons,5089.35,8,Few imagine must shoulder toward grow drive compare image.,NONE,FALSE,0.0
CLM-000488,William Smith,valerieweiss@example.org,713.292.8048,POL-477214,auto,2023-12-25,2025-11-24,Character individual provide any office poor deep people.,2025-11-26,12688.61,100000,12.69,2,10151.98,1,Munoz-Miller,11750.32,5,Able position contain ok game between certainly success heavy responsibility.,NONE,FALSE,0.0
CLM-000489,Jose Richardson DVM,aaron79@example.net,(830)945-3231,POL-525146,umbrella,2024-08-10,2025-04-02,Trouble move away former face safe study know site brother fast.,2025-04-09,8589.24,100000,8.59,7,8205.5,5,Gonzalez-Mendez,9543.39,3,Turn prove wind into inside into around computer likely to.,NONE,FALSE,0.0
CLM-000490,Richard Moore,underwooddeborah@example.com,+1-306-319-0223,POL-711248,home,2024-06-21,2025-07-11,Long natural until agency pick local into friend career cup main.,2025-07-16,6405.38,100000,6.41,5,6975.37,2,"Kelly, Moore and Melton",6199.69,4,Stand might expect mention increase treatment base experience charge find again ahead second law from traditional.,NONE,FALSE,0.0
CLM-000491,Susan Hernandez,jacquelinejones@example.org,665-398-6693x278,POL-373791,auto,2024-08-10,2025-10-30,Probably cut raise include now think future decision model among better ever.,2025-11-03,18664.56,100000,18.66,4,17766.26,4,Olsen LLC,17203.42,5,Red hotel contain knowledge soldier detail thought as certain consumer evidence wall.,NONE,FALSE,0.0
CLM-000492,Danielle Clements,emily56@example.net,664.787.8496x2249,POL-370211,umbrella,2022-10-09,2025-02-17,Against image catch accept including can nothing.,2025-02-20,18993.29,100000,18.99,3,19715.35,2,Reyes-Mcfarland,21049.46,6,Central public term she seek then represent conference war science reduce.,NONE,FALSE,0.0
CLM-000493,Cindy Cohen,michelle12@example.net,946-950-2234,POL-456160,home,2023-12-05,2025-12-01,Worker ready take property recognize expert general manage note teach carry break mind.,2025-12-06,10188.97,50000,20.38,5,9559.46,4,"Rios, Stevens and Harris",11805.01,6,Morning behavior laugh quite water world century drug know room choose argue note reflect first response house hundred role activity.,NONE,FALSE,0.0
CLM-000494,Megan Allison,hgonzalez@example.org,(820)608-4842,POL-926965,auto,2023-02-08,2025-01-31,Data year defense support put herself water meeting voice reality painting material.,2025-02-01,5898.58,50000,11.8,1,5959.65,2,"Little, Terry and James",6038.54,5,Policy education true three theory outside agency world true evidence resource appear term certainly perform.,NONE,FALSE,0.0
CLM-000495,Justin Lewis,summerstanya@example.org,215-246-1758,POL-376142,auto,2025-05-01,2026-03-21,Weight safe officer serious same experience point article.,2026-03-26,11177.39,100000,11.18,5,9253.79,5,Nelson Inc,12570.5,5,If throw future reach street course plant billion middle describe financial floor media culture person.,NONE,FALSE,0.0
CLM-000496,Kelli Stewart,seth77@example.net,501-990-2716x988,POL-429119,home,2024-01-08,2024-09-17,Job blood middle home wonder military institution.,2024-09-18,11536.48,50000,23.07,1,12324.36,2,Carroll Group,11015.44,8,Just often require dark current including live among fly agreement wide movie heart eight poor attack.,NONE,FALSE,0.0
CLM-000497,Michael Gardner,michaelallen@example.org,001-398-924-2662,POL-872918,auto,2024-08-24,2025-05-21,Friend analysis race much environment interesting nature painting debate spring simply according.,2025-05-27,18674.85,50000,37.35,6,19060.09,2,"Peterson, Moore and Petersen",17965.83,4,Look his or specific develop first point specific report clearly call military.,NONE,FALSE,0.0
CLM-000498,Walter Smith,ameyers@example.net,001-972-907-3827,POL-263573,auto,2026-02-28,2026-07-30,Turn wear break these may cell campaign run present TV cup.,2026-08-06,5744.21,100000,5.74,7,6181.09,5,"Brown, Ramos and Miller",6816.85,6,Answer center tax cell far face describe question appear school.,NONE,FALSE,0.0
CLM-000499,Mary Duke,toddmary@example.net,(819)697-1659x65667,POL-144316,home,2024-07-14,2025-08-28,Parent rich help take crime single.,2025-09-02,1125.85,100000,1.13,5,1110.31,3,Smith Ltd,1316.61,7,Charge view style war worry here Republican cultural learn customer reason camera because away election.,NONE,FALSE,0.0
CLM-000500,Judy Cox,timothy36@example.org,001-815-279-1150x10162,POL-901387,umbrella,2025-10-17,2026-08-29,Mean care give occur decade energy.,2026-09-05,6219.93,50000,12.44,7,5718.38,4,Browning-Harper,5837.24,7,Truth data five medical research group thus outside blue now line before edge drug to measure including plant table.,NONE,FALSE,0.0
CLM-000501,Christopher Mcdowell,dunlapstephanie@example.net,(766)652-8246,POL-134144,umbrella,2024-12-29,2026-01-18,Top write marriage campaign able specific ready same price again hospital anyone fight.,2026-01-25,9040.34,100000,9.04,7,8300.07,5,"Bennett, Smith and Miller",10240.64,6,Nice full decade century theory husband prepare role these.,NONE,FALSE,0.0
CLM-000502,David Roach,patrickmarquez@example.org,5103009089,POL-822689,auto,2025-12-19,2026-01-30,Kitchen box about wait table mother and money word discover recognize everything friend.,2026-01-31,14266.65,50000,28.53,1,14298.48,3,"Avila, Weber and Williams",15326.7,5,Any energy determine kitchen interesting drug individual color trouble agent small bank world.,NONE,FALSE,0.0
CLM-000503,Austin Farrell,kimberly47@example.org,(931)510-5833x096,POL-675210,home,2025-04-17,2026-01-14,Language mean without behind once by final project paper listen impact tell positive.,2026-01-17,12642.78,50000,25.29,3,11136.04,4,"Garcia, Burnett and Simmons",12679.81,4,Meeting long thank by most special describe unit it moment.,NONE,FALSE,0.0
CLM-000504,Brandon Pena,stevemorales@example.net,(526)966-7880,POL-888734,home,2024-11-30,2026-01-07,Beat house stage college nearly political put research whose a fact.,2026-01-11,9054.91,50000,18.11,4,9564.68,2,"Allen, Stewart and Nichols",9373.81,7,Food performance lose charge follow owner many fast near could news.,NONE,FALSE,0.0
CLM-000505,Emily Glass,david71@example.com,978-393-9129x56518,POL-953740,auto,2024-07-04,2026-08-11,Success final investment argue prepare similar above.,2026-08-13,19606.18,100000,19.61,2,17272.75,1,"White, Nelson and Padilla",20911.99,6,Mission language structure man police yeah phone politics similar operation adult big.,NONE,FALSE,0.0
CLM-000506,Adam Schneider,chouston@example.com,829-506-9522x233,POL-256812,home,2024-02-08,2026-06-12,Plant administration collection among site material crime.,2026-06-14,3771.03,100000,3.77,2,3027.85,3,Burnett and Sons,3959.13,8,Prepare interest employee source later dream war same explain agent speak manager site begin politics everyone.,NONE,FALSE,0.0
CLM-000507,Linda Valenzuela,uscott@example.com,+1-773-354-4534,POL-610258,home,2024-09-08,2025-06-21,Herself investment near movie state government them cup section.,2025-06-26,11145.67,50000,22.29,5,10796.16,4,Hunter-Buchanan,10190.63,3,Scientist director vote good natural investment civil indicate manager its hot feel finish child team specific list modern above.,NONE,FALSE,0.0
CLM-000508,Dana Mejia,nwise@example.net,744.236.9580,POL-366642,home,2023-04-10,2025-09-15,Five arrive yes all company especially less run account.,2025-09-21,4103.5,50000,8.21,6,4058.19,3,Gonzalez-Jackson,4609.78,5,Serve note recent land trip majority center will fire play two project wide above no agreement instead friend year body.,NONE,FALSE,0.0
CLM-000509,Michael Smith,andrew28@example.org,735-531-2794x3379,POL-949363,home,2023-09-21,2024-10-07,Something right beyond central prevent office ever.,2024-10-10,7845.83,100000,7.85,3,6323.35,0,Morales and Sons,7887.63,8,Stage chance its put town south gas reality model many more network quality give garden bag place.,NONE,FALSE,0.0
CLM-000510,Larry Stout,richardsmario@example.org,345.855.3706x2728,POL-780663,umbrella,2024-12-25,2025-07-21,Customer kind history young cell beautiful fish little white rest several.,2025-07-26,4780.2,100000,4.78,5,5228.64,2,"Jackson, Coleman and Andrade",4811.43,8,Send agreement election budget wish pretty hot add perform arrive number base.,NONE,FALSE,0.0
CLM-000511,Richard Young,stephanie67@example.org,450-559-9822x6731,POL-182216,home,2024-07-21,2026-05-10,Sit still most new whatever final general very price.,2026-05-15,10262.38,100000,10.26,5,9092.03,5,"Hernandez, Thomas and Franklin",12181.22,4,Husband hand teacher certain compare reveal blood effort likely short kid level paper.,NONE,FALSE,0.0
CLM-000512,Eileen Johnson,courtney31@example.net,001-934-936-9531x029,POL-761938,umbrella,2023-02-18,2024-10-25,Question blue administration chair once we very.,2024-10-31,16346.63,50000,32.69,6,15062.3,0,"Martinez, Berger and Choi",15099.93,5,Travel degree class born interview rate bar approach me direction.,NONE,FALSE,0.0
CLM-000513,Kevin Sanchez,buchananscott@example.net,967.610.5298x770,POL-844943,home,2024-02-25,2025-12-05,Sure scientist subject ball tell argue ever anything speak concern.,2025-12-07,6956.16,100000,6.96,2,6910.2,2,Parsons Group,8113.02,5,During manager party thought seat finally get area organization me laugh however down single evening painting responsibility day.,NONE,FALSE,0.0
CLM-000514,Meghan Evans,herrerajennifer@example.org,(388)510-1382x72105,POL-534098,auto,2024-11-28,2025-07-04,Exactly art nation civil able dog price college someone.,2025-07-10,12151.48,100000,12.15,6,12835.17,1,Johnson PLC,13589.39,8,Rate baby sell hit business sister in indeed across Mr quality quite.,NONE,FALSE,0.0
CLM-000515,Wanda Rodgers,owenswilliam@example.net,276-972-0005x2141,POL-183953,auto,2025-06-10,2025-12-27,Lead its especially half some some.,2025-12-30,18868.31,100000,18.87,3,17342.12,0,"Patel, Obrien and Garcia",17342.58,6,Learn more ball body sit send performance sometimes fight employee guy painting center.,NONE,FALSE,0.0
CLM-000516,Rodney Greene,fpatterson@example.org,371.488.6263x956,POL-649435,auto,2025-02-09,2025-06-25,Share high simply name vote head manager learn crime suffer modern.,2025-06-30,2022.68,100000,2.02,5,1777.4,1,"Mitchell, Haney and Martin",1871.57,6,Design pretty response western project which few skin though compare interest.,NONE,FALSE,0.0
CLM-000517,Trevor Rodriguez,gbutler@example.net,521-852-4831x9686,POL-666843,home,2024-07-11,2026-02-22,Look success home help with hold member low against.,2026-03-14,25000.0,50000,50.0,20,17042.66,3,Arnold-Chan,26931.23,8,Able everything detail raise turn direction rock real bad general wish section certain.,round_numbers,TRUE,0.08
CLM-000518,Linda Stanley MD,reyescarmen@example.com,904-406-2911,POL-556106,umbrella,2024-09-22,2026-08-08,Message exactly buy court beautiful box recent.,2026-08-14,15229.32,100000,15.23,6,15105.33,2,Pearson-Charles,17859.07,6,Free large party so road prevent strategy local expect pass person arm claim than blood buy evidence table.,NONE,FALSE,0.0
CLM-000519,Heather Rojas DDS,cooleypatricia@example.org,(717)735-6316x31297,POL-422823,home,2025-01-12,2026-04-09,Stand seat send billion others participant design trial medical become stuff.,2026-04-14,5315.44,50000,10.63,5,4666.65,2,Fox Ltd,4800.73,7,Possible thought apply most way recently box debate statement matter international management country raise commercial home sort reality instead building.,NONE,FALSE,0.0
CLM-000520,Louis Rose,beth04@example.net,+1-503-772-9545x858,POL-400692,home,2024-10-14,2026-05-14,Tough star doctor our only serve buy loss everything run page.,2026-05-21,15407.58,50000,30.82,7,12364.51,3,Thomas LLC,18243.92,6,Black speak attorney outside science follow thing at school wonder we effect management inside conference.,NONE,FALSE,0.0
CLM-000521,Wendy Mann,hshepherd@example.net,+1-563-699-4541,POL-407151,umbrella,2025-10-31,2026-07-24,Do finish design apply drug thus song our miss say.,2026-07-27,1173.52,50000,2.35,3,1219.32,4,"Williams, Matthews and Dominguez",1187.71,6,Gun small Mrs career everyone role none see painting compare blue low simply could.,NONE,FALSE,0.0
CLM-000522,Anna Morales,jonesjamie@example.net,636.470.7217x3402,POL-849666,umbrella,2024-02-06,2025-12-28,Position same war behind pattern they style director.,2026-01-02,9305.02,50000,18.61,5,8531.93,3,Jenkins and Sons,8990.3,3,Safe its final add through between so face collection set need table.,NONE,FALSE,0.0
CLM-000523,Mrs. Melissa Sanchez,adrian94@example.com,(351)618-6156x40994,POL-938817,umbrella,2022-08-28,2024-12-31,Goal per per assume court although find player feel foot behavior plant.,2025-01-04,12881.14,100000,12.88,4,12986.47,2,Romero and Sons,12693.11,8,Team property start audience poor five floor environment see order compare plant company lose represent item.,NONE,FALSE,0.0
CLM-000524,Ms. Patricia Hudson MD,qdavis@example.org,683-490-9342,POL-994940,auto,2025-06-05,2026-01-07,Able interesting concern seat establish course south purpose much.,2026-01-12,16367.36,50000,32.73,5,13764.74,0,Farley LLC,17857.9,7,Line bill whatever money job partner rule meet simply gun explain expect.,NONE,FALSE,0.0
CLM-000525,Tony Duffy,matthew74@example.org,809-852-8895x94703,POL-296911,home,2026-01-04,2026-02-22,Force follow benefit technology if and leader sort mission.,2026-02-26,6170.55,100000,6.17,4,5218.09,4,Johnson PLC,5594.46,3,Future carry meet lay various worry science particular I help while involve open particularly election administration red leader table politics.,NONE,FALSE,0.0
CLM-000526,Jessica Williams,christine11@example.org,001-738-347-1567x56650,POL-862427,auto,2025-09-13,2026-06-08,Road institution after benefit man fall none rich Congress exist debate whole.,2026-06-11,6114.71,100000,6.11,3,5057.23,0,"Clay, Lucero and Johnston",6408.67,5,Affect with unit food training population sit impact religious social director gas animal station see.,NONE,FALSE,0.0
CLM-000527,Justin Jones,rachelsolis@example.org,302-850-3857x6264,POL-489438,home,2023-03-09,2025-03-21,Military explain each security teacher test provide cultural mention.,2025-03-25,6919.96,100000,6.92,4,7178.96,2,Smith Inc,6394.51,4,Show sure center near help four whom particular decade.,NONE,FALSE,0.0
CLM-000528,Kathy Wood,hstevens@example.com,001-670-536-5620x36344,POL-669578,home,2025-08-14,2026-03-17,Organization idea sit help school each bit author white cultural he quickly become research.,2026-03-18,6063.57,50000,12.13,1,5200.47,2,"Barrera, West and Robinson",6943.85,3,Though feeling term leave though community including career each hotel Mrs.,NONE,FALSE,0.0
CLM-000529,Stephanie Spencer,qcervantes@example.com,001-959-644-3485x29537,POL-503489,home,2025-04-23,2026-01-31,While six live letter newspaper example.,2026-02-01,19517.37,100000,19.52,1,19932.81,0,Wiggins-Johnson,18731.87,8,Instead great final knowledge current because first likely debate since arrive open small poor another surface school someone.,NONE,FALSE,0.0
